time,3m_treasury,ust3_dreturn,btc_alloc%,eth_alloc%,ust3_alloc%,btc_alloc_usd,eth_alloc_usd,ust3_alloc_usd,portfolio_return,portfolio_volatility,daily_sharpe,btcusd_dreturn,ethusd_dreturn,100_eth_portfolio_balance
2020-10-23,0.1,2.241906552669093e-05,0,1,0,0,1149603,0,0.05633185489122017,0.1020499405022849,0.5517831323422742,0.011291848598347975,0.05633185489122017,1149603
2020-10-24,0.1,2.241906552669093e-05,0,1,0,0,1137605,0,-0.010436548799335754,0.10087549155837182,-0.10368195191207907,-0.0017737383629634618,-0.010436548799335754,1137605
2020-10-25,0.1,2.241906552669093e-05,0,1,0,0,1146145,0,0.007507478657652555,0.09990390441133123,0.07492259322826725,0.013766454799409189,0.007507478657652555,1146145
2020-10-26,0.1,2.241906552669093e-05,0,1,0,0,1130002,0,-0.014084218424536998,0.10163240309198741,-0.13880058978134938,-0.006457720124825483,-0.014084218424536998,1130002
2020-10-27,0.1,2.241906552669093e-05,0,1,0,0,1094461,0,-0.03145134220235679,0.10240070815074098,-0.3073588243310965,0.0030243550746853476,-0.03145134220235679,1094461
2020-10-28,0.1,2.241906552669093e-05,0,1,0,0,1122691,0,0.025794027205675585,0.10397611198082164,0.24786085620226364,0.04550973586801854,0.025794027205675585,1122691
2020-10-29,0.1,2.241906552669093e-05,0,1,0,0,1081925,0,-0.036310816642827315,0.11154527065600275,-0.32572636647593045,-0.027256024451907557,-0.036310816642827315,1081925
2020-10-30,0.1,2.241906552669093e-05,0,1,0,0,1075160,0,-0.006252169117188844,0.11194868237914662,-0.056048789939883575,0.011961089778988576,-0.006252169117188844,1075160
2020-10-31,0.1,2.241906552669093e-05,0,1,0,0,1065296,0,-0.009173964357392372,0.10707540017003617,-0.08588698625748929,0.007089468597816229,-0.009173964357392372,1065296
2020-11-01,0.09,2.2419810036033994e-05,0,1,0,0,1073486,0,0.007688200134557732,0.08616193211375213,0.08896945711942988,0.017837058309573273,0.007688200134557732,1073486
2020-11-02,0.09,2.2419810036033994e-05,0,1,0,0,1098780,0,0.023563251930002638,0.06572657807759807,0.3581630568409303,-0.0042294582916115875,0.023563251930002638,1098780
2020-11-03,0.09,2.2419810036033994e-05,0,1,0,0,1067935,0,-0.028071710416944007,0.06979152508419097,-0.4025435780789932,-0.011807245022927959,-0.028071710416944007,1067935
2020-11-04,0.09,2.2419810036033994e-05,0,1,0,0,1078414,0,0.009812614898992988,0.07032615694097881,0.13921129085972053,0.031833828390592345,0.009812614898992988,1078414
2020-11-05,0.09,2.2419810036033994e-05,0,1,0,0,1117689,0,0.03641931576533186,0.08106844428925127,0.44896502300490837,0.00798712519395628,0.03641931576533186,1117689
2020-11-06,0.09,2.2419810036033994e-05,0,1,0,0,1157180,0,0.03533359265248448,0.08051749204454998,0.43855281561565435,0.1029389362994555,0.03533359265248448,1157180
2020-11-07,0.09,2.2419810036033994e-05,0,1,0,0,1264915,0,0.09310215720237514,0.11828790741197948,0.7868914027547719,-0.000322731882452576,0.09310215720237514,1264915
2020-11-08,0.09,2.2419810036033994e-05,0,1,0,0,1211405,0,-0.042303142499166,0.12115854996893174,-0.34934028444592174,-0.046940994432851935,-0.042303142499166,1211405
2020-11-09,0.09,2.2419810036033994e-05,0,1,0,0,1266881,0,0.045795067437705006,0.12359565972818876,0.3703418690294793,0.045744111583196245,0.045795067437705006,1266881
2020-11-10,0.09,2.2419810036033994e-05,0,1,0,0,1238205,0,-0.022635081240813704,0.1274618512660162,-0.17775907713409045,-0.01038788505727617,-0.022635081240813704,1238205
2020-11-11,0.09,2.2419810036033994e-05,0,1,0,0,1251461,0,0.010706386500856757,0.12728218305422978,0.08393921627089565,-0.0036929425928504678,0.010706386500856757,1251461
2020-11-12,0.09,2.2419810036033994e-05,0,1,0,0,1288643,0,0.029711441427666907,0.12782619076551646,0.23226086484961617,0.026716675393603007,0.029711441427666907,1288643
2020-11-13,0.09,2.2419810036033994e-05,0,1,0,0,1285929,0,-0.0021055535761023148,0.1201054109182698,-0.01771754802609524,0.03686152430430356,-0.0021055535761023148,1285929
2020-11-14,0.09,2.2419810036033994e-05,0,1,0,0,1324221,0,0.02977781639832333,0.11999699358077855,0.24796785069666613,0.0037912730856932697,0.02977781639832333,1324221
2020-11-15,0.09,2.2419810036033994e-05,0,1,0,0,1287355,0,-0.02783940548530739,0.12798796322708025,-0.21769098118945843,-0.014164021961283413,-0.02783940548530739,1287355
2020-11-16,0.09,2.2419810036033994e-05,0,1,0,0,1249763,0,-0.02920047161918804,0.13275162354793693,-0.22013208312041183,-0.006889335696726118,-0.02920047161918804,1249763
2020-11-17,0.09,2.2419810036033994e-05,0,1,0,0,1283606,0,0.027079721458179495,0.0978241092557862,0.27659134188889173,0.04565185933219018,0.027079721458179495,1283606
2020-11-18,0.09,2.2419810036033994e-05,0,1,0,0,1341550,0,0.04514193379864828,0.09288053759308317,0.4857800693002482,0.05608435527410616,0.04514193379864828,1341550
2020-11-19,0.09,2.2419810036033994e-05,0,1,0,0,1333869,0,-0.005725285377404021,0.08518575909893068,-0.0674726063163321,0.010090434093930511,-0.005725285377404021,1333869
2020-11-20,0.09,2.2419810036033994e-05,0,1,0,0,1311278,0,-0.016935888901568052,0.08326391312553734,-0.20366936977890981,-0.000570811245275582,-0.016935888901568052,1311278
2020-11-21,0.09,2.2419810036033994e-05,0,1,0,0,1415537,0,0.07950950207476182,0.11125195487738204,0.7144780723388962,0.0454021925495911,0.07950950207476182,1415537
2020-11-22,0.09,2.2419810036033994e-05,0,1,0,0,1526961,0,0.07871563384131619,0.12885898424405598,0.6106924906550326,0.0032592074006956295,0.07871563384131619,1526961
2020-11-23,0.09,2.2419810036033994e-05,0,1,0,0,1559419,0,0.021257062574159047,0.12694425699927334,0.1672753322290473,-0.015993812232425686,0.021257062574159047,1559419
2020-11-24,0.09,2.2419810036033994e-05,0,1,0,0,1692306,0,0.08521617503199574,0.14272669944793157,0.5969013194552252,-0.0016268378485876367,0.08521617503199574,1692306
2020-11-25,0.09,2.2419810036033994e-05,0,1,0,0,1676706,0,-0.00921797557841919,0.13601930190202474,-0.06793444209198427,0.03980410049807204,-0.00921797557841919,1676706
2020-11-26,0.09,2.2419810036033994e-05,0,1,0,0,1581024,0,-0.057064932118202294,0.15097626887313212,-0.37812135876936914,-0.0177165142407798,-0.057064932118202294,1581024
2020-11-27,0.09,2.2419810036033994e-05,0,1,0,0,1442450,0,-0.08764787191162626,0.18808090213457707,-0.46613074866544285,-0.08613206014343133,-0.08764787191162626,1442450
2020-11-28,0.09,2.2419810036033994e-05,0,1,0,0,1439907,0,-0.0017629255688134116,0.18508943593415875,-0.009645852394755476,0.00013105591437989617,-0.0017629255688134116,1439907
2020-11-29,0.09,2.2419810036033994e-05,0,1,0,0,1495103,0,0.038333435757554435,0.18652973815074655,0.20538824708238657,0.03376242571670174,0.038333435757554435,1495103
2020-11-30,0.09,2.2419810036033994e-05,0,1,0,0,1599039,0,0.06951808923236502,0.19107230221079066,0.3637139900353609,0.02545189167641082,0.06951808923236502,1599039
2020-12-01,0.09,2.2419810036033994e-05,0,1,0,0,1703404,0,0.06526766921287441,0.18676566684545665,0.3493428449931699,0.0792278953029868,0.06526766921287441,1703404
2020-12-02,0.09,2.2419810036033994e-05,0,1,0,0,1640299,0,-0.03704602785779365,0.18233195864371404,-0.20330197702896027,-0.03835402463925219,-0.03704602785779365,1640299
2020-12-03,0.09,2.2419810036033994e-05,0,1,0,0,1665835,0,0.015568263896901247,0.18198454824697805,0.0854239782257083,0.01861234833853853,0.015568263896901247,1665835
2020-12-04,0.09,2.2419810036033994e-05,0,1,0,0,1715206,0,0.029637974126283995,0.16335525809107182,0.1812953844420304,0.011807681887238797,0.029637974126283995,1715206
2020-12-05,0.09,2.2419810036033994e-05,0,1,0,0,1589130,0,-0.07350485040278909,0.18027794272900763,-0.40785505481028667,-0.037250870428499505,-0.07350485040278909,1589130
2020-12-06,0.09,2.2419810036033994e-05,0,1,0,0,1657929,0,0.04329376152587128,0.1752385023248822,0.24692827855611688,0.022867823453997183,0.04329376152587128,1657929
2020-12-07,0.09,2.2419810036033994e-05,0,1,0,0,1674759,0,0.010151575556453851,0.141012596095187,0.07183156701533519,0.009741441896123693,0.010151575556453851,1674759
2020-12-08,0.09,2.2419810036033994e-05,0,1,0,0,1648099,0,-0.015918476330803122,0.1436731989465732,-0.11095246892057432,-0.006558550604963909,-0.015918476330803122,1648099
2020-12-09,0.09,2.2419810036033994e-05,0,1,0,0,1542219,0,-0.0642432465128121,0.16043081425796285,-0.4005818122914524,-0.04491382903983754,-0.0642432465128121,1542219
2020-12-10,0.09,2.2419810036033994e-05,0,1,0,0,1596653,0,0.03529602638039586,0.1481463129330509,0.23809979385919916,0.01245994015805807,0.03529602638039586,1596653
2020-12-11,0.09,2.2419810036033994e-05,0,1,0,0,1559258,0,-0.02342072410947882,0.1308328586635621,-0.17918391571492842,-0.01631717166926172,-0.02342072410947882,1559258
2020-12-12,0.09,2.2419810036033994e-05,0,1,0,0,1518996,0,-0.02582089393808329,0.1285268771437842,-0.20107322547958723,-0.01117240131348296,-0.02582089393808329,1518996
2020-12-13,0.09,2.2419810036033994e-05,0,1,0,0,1581248,0,0.040982823449421835,0.13577102427816923,0.30168737296601417,0.04148116787979461,0.040982823449421835,1581248
2020-12-14,0.09,2.2419810036033994e-05,0,1,0,0,1642359,0,0.03864757384990569,0.13854790008463405,0.27878556092351386,0.01829304381185115,0.03864757384990569,1642359
2020-12-15,0.09,2.2419810036033994e-05,0,1,0,0,1629053,0,-0.00810155406148938,0.11529016949732415,-0.07046545171150927,0.005683007894979886,-0.00810155406148938,1629053
2020-12-16,0.09,2.2419810036033994e-05,0,1,0,0,1638859,0,0.006019956453203301,0.1065400415415418,0.056293732913823995,0.00895079177749869,0.006019956453203301,1638859
2020-12-17,0.09,2.2419810036033994e-05,0,1,0,0,1769327,0,0.0796090616808467,0.13356986670759596,0.5958427887409478,0.0970185526391647,0.0796090616808467,1769327
2020-12-18,0.09,2.2419810036033994e-05,0,1,0,0,1791871,0,0.012741928327292262,0.13132751465516657,0.0968533406777285,0.06980097815859065,0.012741928327292262,1791871
2020-12-19,0.09,2.2419810036033994e-05,0,1,0,0,1820680,0,0.016077789911719265,0.10292993558813893,0.15598348536743242,0.01380862485418688,0.016077789911719265,1820680
2020-12-20,0.09,2.2419810036033994e-05,0,1,0,0,1834307,0,0.0074850833174713305,0.101241520792391,0.07371149158000566,0.032148181140009724,0.0074850833174713305,1834307
2020-12-21,0.09,2.2419810036033994e-05,0,1,0,0,1779211,0,-0.030036107767591247,0.1041630005207236,-0.2885720210378063,-0.014479488894995285,-0.030036107767591247,1779211
2020-12-22,0.09,2.2419810036033994e-05,0,1,0,0,1698283,0,-0.04548507714178707,0.11386943724619149,-0.3996462795669534,-0.028799963553819197,-0.04548507714178707,1698283
2020-12-23,0.09,2.2419810036033994e-05,0,1,0,0,1766591,0,0.04022216321197769,0.11365512785316623,0.3536993372958646,0.04175832676915059,0.04022216321197769,1766591
2020-12-24,0.09,2.2419810036033994e-05,0,1,0,0,1635773,0,-0.07405091250626217,0.13738335348460504,-0.5391725448352718,-0.020452628617609325,-0.07405091250626217,1635773
2020-12-25,0.09,2.2419810036033994e-05,0,1,0,0,1705105,0,0.04238521050046007,0.14305199949008318,0.2961356069221581,0.01939923408954103,0.04238521050046007,1705105
2020-12-26,0.09,2.2419810036033994e-05,0,1,0,0,1742878,0,0.0221529325890768,0.1440239537725216,0.15365855608987633,0.03833373999277101,0.0221529325890768,1742878
2020-12-27,0.09,2.2419810036033994e-05,0,1,0,0,1771493,0,0.016418657154363192,0.12064580829342005,0.13590391225570164,0.07316341217826206,0.016418657154363192,1771493
2020-12-28,0.09,2.2419810036033994e-05,0,1,0,0,1918715,0,0.08310668021193202,0.14620295321147014,0.5682803156631293,-0.0019980769411324095,0.08310668021193202,1918715
2020-12-29,0.09,2.2419810036033994e-05,0,1,0,0,2039172,0,0.0627804728817376,0.15624556100900194,0.401662950719514,0.026573411382805556,0.0627804728817376,2039172
2020-12-30,0.09,2.2419810036033994e-05,0,1,0,0,2046499,0,0.003593483328170999,0.15643263985705075,0.02282812283547876,0.011028593461554825,0.003593483328170999,2046499
2020-12-31,0.09,2.2419810036033994e-05,0,1,0,0,2094532,0,0.023470973240113713,0.14940870127102376,0.15694235496728245,0.051514068356470766,0.023470973240113713,2094532
2021-01-01,0.08,2.2420554545155014e-05,0,1,0,0,2054917,0,-0.018913305565194327,0.13896850768824073,-0.1362591167937093,0.006419808372734703,-0.018913305565194327,2054917
2021-01-02,0.08,2.2420554545155014e-05,0,1,0,0,2031353,0,-0.011466834153024075,0.1402661342771616,-0.08191039673815215,0.011360472864595295,-0.011466834153024075,2031353
2021-01-03,0.08,2.2420554545155014e-05,0,1,0,0,2163638,0,0.06512209586355899,0.10732569317009368,0.6065618901323236,0.0957919732125676,0.06512209586355899,2163638
2021-01-04,0.08,2.2420554545155014e-05,0,1,0,0,2690304,0,0.24341711353640139,0.24077499866181715,1.0108802588914916,0.02625313593304668,0.24341711353640139,2690304
2021-01-05,0.08,2.2420554545155014e-05,0,1,0,0,2853486,0,0.06065577522544663,0.23908304431175129,0.2536079245830536,-0.045220552829135174,0.06065577522544663,2853486
2021-01-06,0.08,2.2420554545155014e-05,0,1,0,0,3069665,0,0.07575988189476446,0.23639385894533602,0.3203867548764578,0.08144004999626953,0.07575988189476446,3069665
2021-01-07,0.08,2.2420554545155014e-05,0,1,0,0,3362389,0,0.09536054232211955,0.23810794604360316,0.40039874078841425,0.08365990406142876,0.09536054232211955,3362389
2021-01-08,0.08,2.2420554545155014e-05,0,1,0,0,3420524,0,0.017289965898782178,0.2418294443920195,0.07140381680009707,0.07076400880094824,0.017289965898782178,3420524
2021-01-09,0.08,2.2420554545155014e-05,0,1,0,0,3404550,0,-0.004669996437600132,0.24392957025916492,-0.019236769806792148,0.032085242259999536,-0.004669996437600132,3404550
2021-01-10,0.08,2.2420554545155014e-05,0,1,0,0,3569389,0,0.04841746321731688,0.24165704730594337,0.20026332028092064,-0.012726218551487478,0.04841746321731688,3569389
2021-01-11,0.08,2.2420554545155014e-05,0,1,0,0,3526965,0,-0.011885280691114719,0.2392914565210467,-0.04976233342711315,-0.047116539943943936,-0.011885280691114719,3526965
2021-01-12,0.08,2.2420554545155014e-05,0,1,0,0,3040606,0,-0.13789728644015442,0.30447668603009764,-0.452972964179813,-0.07104528070550153,-0.13789728644015442,3040606
2021-01-13,0.08,2.2420554545155014e-05,0,1,0,0,2908434,0,-0.04346866081226608,0.31572167862699657,-0.13775133071616838,-0.048544304411692774,-0.04346866081226608,2908434
2021-01-14,0.08,2.2420554545155014e-05,0,1,0,0,3149388,0,0.08284695921651508,0.22548728808789908,0.3673135606193614,0.103648919617634,0.08284695921651508,3149388
2021-01-15,0.08,2.2420554545155014e-05,0,1,0,0,3385586,0,0.07499825808118854,0.22891500050949798,0.32752697446549617,0.047435441036287385,0.07499825808118854,3385586
2021-01-16,0.08,2.2420554545155014e-05,0,1,0,0,3260238,0,-0.03702376796299578,0.22597721739059815,-0.16393771436483867,-0.06232621359707924,-0.03702376796299578,3260238
2021-01-17,0.08,2.2420554545155014e-05,0,1,0,0,3434875,0,0.05356599886487401,0.21150786642687913,0.2531517111626651,-0.014483393271750522,0.05356599886487401,3434875
2021-01-18,0.08,2.2420554545155014e-05,0,1,0,0,3420262,0,-0.004254038906711277,0.21112523190602556,-0.02025555838422921,-0.012424569262195373,-0.004254038906711277,3420262
2021-01-19,0.08,2.2420554545155014e-05,0,1,0,0,3494257,0,0.021634482400284538,0.2118306350874962,0.10202519497150432,0.02209795140976123,0.021634482400284538,3494257
2021-01-20,0.08,2.2420554545155014e-05,0,1,0,0,3848995,0,0.1015205135382542,0.2298953811181843,0.44149687779734487,-0.013406057680110606,0.1015205135382542,3848995
2021-01-21,0.08,2.2420554545155014e-05,0,1,0,0,3855585,0,0.0017122753086062925,0.22885664616910015,0.007383900718410942,-0.014329777202814808,0.0017122753086062925,3855585
2021-01-22,0.08,2.2420554545155014e-05,0,1,0,0,3124057,0,-0.18973192980824705,0.2688033808007544,-0.7059224842988272,-0.13133248710118262,-0.18973192980824705,3124057
2021-01-23,0.08,2.2420554545155014e-05,0,1,0,0,3440579,0,0.10131779372971872,0.27792810362578363,0.3644661041963671,0.0661264529500436,0.10131779372971872,3440579
2021-01-24,0.08,2.2420554545155014e-05,0,1,0,0,3425257,0,-0.004453090304923357,0.26981621793795607,-0.01658725666556356,-0.026998721736739117,-0.004453090304923357,3425257
2021-01-25,0.08,2.2420554545155014e-05,0,1,0,0,3874186,0,0.1310643920729182,0.2894859827934853,0.45267121486796236,0.006406056386295322,0.1310643920729182,3874186
2021-01-26,0.08,2.2420554545155014e-05,0,1,0,0,3681914,0,-0.04962893136494195,0.2923855387411507,-0.16981466365695846,0.0031543730281120563,-0.04962893136494195,3681914
2021-01-27,0.08,2.2420554545155014e-05,0,1,0,0,3770396,0,0.024031670039425634,0.28967928174204055,0.08288217693891108,0.006387253674635218,0.024031670039425634,3770396
2021-01-28,0.08,2.2420554545155014e-05,0,1,0,0,3486365,0,-0.07533169434635112,0.3028896703155206,-0.2487840368487964,-0.06557536072098014,-0.07533169434635112,3486365
2021-01-29,0.08,2.2420554545155014e-05,0,1,0,0,3696780,0,0.060353868380961906,0.3075194431500217,0.1961874254467363,0.08811874938156805,0.060353868380961906,3696780
2021-01-30,0.08,2.2420554545155014e-05,0,1,0,0,3840087,0,0.03876554992477943,0.2928400216931157,0.13230134715273134,0.030863937233140293,0.03876554992477943,3840087
2021-01-31,0.08,2.2420554545155014e-05,0,1,0,0,3818227,0,-0.005692327590476998,0.2929925317560446,-0.019504757035174,0.001426057844250872,-0.005692327590476998,3818227
2021-02-01,0.04,2.2423532579862737e-05,0,1,0,0,3664154,0,-0.040351715243110875,0.21013677572359793,-0.1921326651970553,-0.033179794618171776,-0.040351715243110875,3664154
2021-02-02,0.04,2.2423532579862737e-05,0,1,0,0,3807757,0,0.03919146506293214,0.1910901815204523,0.20497673516606102,0.010319243627137986,0.03919146506293214,3807757
2021-02-03,0.04,2.2423532579862737e-05,0,1,0,0,4212721,0,0.10635239369844607,0.2116423725881726,0.5024039792483802,0.062264149466725094,0.10635239369844607,4212721
2021-02-04,0.04,2.2423532579862737e-05,0,1,0,0,4621064,0,0.09693117577730281,0.19429685575375147,0.49876644616186405,0.056606337344713875,0.09693117577730281,4621064
2021-02-05,0.04,2.2423532579862737e-05,0,1,0,0,4417414,0,-0.044069770530917984,0.1921682664467497,-0.22944576062830802,-0.018088135757159396,-0.044069770530917984,4417414
2021-02-06,0.04,2.2423532579862737e-05,0,1,0,0,4798716,0,0.08631813297475888,0.20338089181967584,0.4243058857205308,0.03235842313984283,0.08631813297475888,4798716
2021-02-07,0.04,2.2423532579862737e-05,0,1,0,0,4684884,0,-0.023721162188259814,0.17993721122814402,-0.13195483890619472,0.033455752809860684,-0.023721162188259814,4684884
2021-02-08,0.04,2.2423532579862737e-05,0,1,0,0,4475390,0,-0.04471696844468498,0.19146444177298352,-0.23366945612967477,-0.01135639694797519,-0.04471696844468498,4475390
2021-02-09,0.04,2.2423532579862737e-05,0,1,0,0,4871440,0,0.08849522406466104,0.2027459665090688,0.4363726788523993,0.19246950702977883,0.08849522406466104,4871440
2021-02-10,0.04,2.2423532579862737e-05,0,1,0,0,4921673,0,0.010311824923474155,0.2005976641567038,0.051293724850436796,0.005657621099263821,0.010311824923474155,4921673
2021-02-11,0.04,2.2423532579862737e-05,0,1,0,0,4838518,0,-0.016895658812136283,0.19301352307251862,-0.08765231614553619,-0.03695270477138812,-0.016895658812136283,4838518
2021-02-12,0.04,2.2423532579862737e-05,0,1,0,0,4959106,0,0.024922695564105757,0.19277098673335713,0.12917022656510138,0.06616175584644424,0.024922695564105757,4959106
2021-02-13,0.04,2.2423532579862737e-05,0,1,0,0,5122383,0,0.03292487493223595,0.17271771361520072,0.190498419131229,-0.008402539356822225,0.03292487493223595,5122383
2021-02-14,0.04,2.2423532579862737e-05,0,1,0,0,5037932,0,-0.01648666198908999,0.15352511069983146,-0.10753345460175576,-0.009973685230850404,-0.01648666198908999,5037932
2021-02-15,0.04,2.2423532579862737e-05,0,1,0,0,5021633,0,-0.003235178734633637,0.14267941481704333,-0.02283162060477117,0.035503548424144826,-0.003235178734633637,5021633
2021-02-16,0.04,2.2423532579862737e-05,0,1,0,0,4940324,0,-0.01619171824444121,0.11976723401088352,-0.13538044784058098,-0.01459408587230493,-0.01619171824444121,4940324
2021-02-17,0.04,2.2423532579862737e-05,0,1,0,0,4959289,0,0.003838899218576719,0.11590558374304988,0.03292745321448507,0.027968521809861535,0.003838899218576719,4959289
2021-02-18,0.04,2.2423532579862737e-05,0,1,0,0,5134556,0,0.03534134731155447,0.10376764836297794,0.34036546395876155,0.059009989419361863,0.03534134731155447,5134556
2021-02-19,0.04,2.2423532579862737e-05,0,1,0,0,5393278,0,0.0503883987166629,0.07705247901973993,0.6536580759611884,-0.007874459851812454,0.0503883987166629,5393278
2021-02-20,0.04,2.2423532579862737e-05,0,1,0,0,5480664,0,0.016202814487308093,0.07726209377392525,0.20942211328200971,0.08322822826663923,0.016202814487308093,5480664
2021-02-21,0.04,2.2423532579862737e-05,0,1,0,0,5367677,0,-0.020615453304907105,0.07883228264332223,-0.26179473872224823,0.006047705444668594,-0.020615453304907105,5367677
2021-02-22,0.04,2.2423532579862737e-05,0,1,0,0,5401226,0,0.006250273001169093,0.07728778215623479,0.08057999977279502,0.022911037042981697,0.006250273001169093,5401226
2021-02-23,0.04,2.2423532579862737e-05,0,1,0,0,4976090,0,-0.07871095626325453,0.1116307746312782,-0.7053017418887804,-0.056502281684067346,-0.07871095626325453,4976090
2021-02-24,0.04,2.2423532579862737e-05,0,1,0,0,4350980,0,-0.12562266220706342,0.16675555751159313,-0.7534686556453042,-0.10510699246958932,-0.12562266220706342,4350980
2021-02-25,0.04,2.2423532579862737e-05,0,1,0,0,4530332,0,0.041221250467101234,0.17541874158208326,0.23485989332128065,0.023771592497671135,0.041221250467101234,4530332
2021-02-26,0.04,2.2423532579862737e-05,0,1,0,0,4086501,0,-0.09796871744500901,0.19698817711600897,-0.4974468133682997,-0.05730689804477418,-0.09796871744500901,4086501
2021-02-27,0.04,2.2423532579862737e-05,0,1,0,0,4036781,0,-0.012166820297720982,0.19575617011289465,-0.06226748216044061,-0.00938823046253312,-0.012166820297720982,4036781
2021-02-28,0.04,2.2423532579862737e-05,0,1,0,0,4117853,0,0.020083429391039687,0.19163873297986755,0.10468137388785238,0.0021919583706544454,0.020083429391039687,4117853
2021-03-01,0.03,2.242427708809558e-05,0,1,0,0,3941279,0,-0.04288004577636795,0.1755449537079114,-0.2443959176681393,-0.03608222291789864,-0.04288004577636795,3941279
2021-03-02,0.03,2.242427708809558e-05,0,1,0,0,4368992,0,0.10852142947519994,0.22067743923561547,0.49166333257233585,0.10711939047854391,0.10852142947519994,4368992
2021-03-03,0.03,2.242427708809558e-05,0,1,0,0,4165035,0,-0.04668275589620763,0.2222672935036993,-0.21013069191180117,-0.025209283538762062,-0.04668275589620763,4165035
2021-03-04,0.03,2.242427708809558e-05,0,1,0,0,4394106,0,0.05499877346140636,0.23436232827067116,0.23457843924824234,0.04214148810392593,0.05499877346140636,4394106
2021-03-05,0.03,2.242427708809558e-05,0,1,0,0,4302498,0,-0.020847778419195273,0.22462667667513192,-0.09291061509344709,-0.03657768422778496,-0.020847778419195273,4302498
2021-03-06,0.03,2.242427708809558e-05,0,1,0,0,4281768,0,-0.004818101420948961,0.18596892028131493,-0.026028680979137808,0.0074775854790170015,-0.004818101420948961,4281768
