time,btcusd_dreturn,ethusd_dreturn
2015-08-07,0.0017819779812138226,
2015-08-08,-0.0671723279397427,-0.5300393414370572
2015-08-10,-0.0028761736829894247,-0.4833096305964206
2015-08-11,0.02385857403988667,0.5523575684145547
2015-08-12,-0.007982456530406856,0.1772887765708615
2015-08-13,-0.015153494393226996,0.4526311537136958
2015-08-14,0.0055841035135111294,0.00031743534643702276
2015-08-15,-0.017545736231790454,-0.08489997488562362
2015-08-16,-0.0102137237872999,-0.11630656407280238
2015-08-17,-0.002918362644958039,-0.18470437706027165
2015-08-18,-0.015509014507705476,0.06439360424993912
2015-08-19,-0.10714700608432393,-0.022361913031897385
2015-08-20,0.03840366577830978,0.18476034261621055
2015-08-21,-0.009825778358909187,-0.05247308910374027
2015-08-22,-0.013702781015476506,-0.01819879716670514
2015-08-23,-0.008306393051153216,-0.018497166407215104
2015-08-24,-0.07547354065783596,-0.08014451911589293
2015-08-25,0.05347080043474306,-0.06878333270503023
2015-08-26,0.017793928747476873,-0.03548256915691628
2015-08-27,-0.010193255458199713,0.012550059047555795
2015-08-28,0.03896436477666976,0.048694943872737984
2015-08-29,-0.013770281487863745,-0.012239756175445038
2015-08-30,-0.0017556046068535336,0.1260337572365331
2015-08-31,0.008817138106663291,0.02345635938493018
2015-09-01,-0.012669610884304183,-0.001907631819762945
2015-09-02,0.006513822007182979,-0.053284448259641515
2015-09-03,-0.009084038508975212,-0.012542939286279142
2015-09-04,0.015382286293871505,0.005344897733920995
2015-09-05,0.020424175693292135,0.05155974254773521
2015-09-06,0.018655630789415456,-0.027036507809879096
2015-09-07,0.005746273244263245,-0.03284336600303206
2015-09-08,0.012705454817611539,-0.016072124103335583
2015-09-09,-0.023047832001074076,-0.02386935431482229
2015-09-10,0.0034928210361040435,-0.03256869325506906
2015-09-11,0.005128212657146358,-0.16339963642751643
2015-09-12,-0.021212411526504327,0.06317861561796367
2015-09-13,-0.018751878380552367,-0.09588816341928519
2015-09-14,-0.0012789321523893893,-0.0688531825231482
2015-09-15,-0.0012953390382693941,0.0775725881509639
2015-09-16,-0.006297197447020508,-0.040987806140288296
2015-09-17,0.018742559002730808,-0.022299320718689675
2015-09-18,-0.0016842394713549869,-0.041907712537630704
2015-09-19,-0.00465109272919817,0.042588486937296555
2015-09-20,-0.0026531380838163976,0.061471180399260694
2015-09-21,-0.01823855662692697,-0.03763092780875377
2015-09-22,0.015147969024891905,-0.004384247313041767
2015-09-23,-7.525564080179681e-05,-0.0034495563036126553
2015-09-24,0.017661174476585773,-0.08725510922455815
2015-09-25,0.004493738391069035,-0.09254234762199309
2015-09-26,-0.0019099766061915213,0.05034601975351194
2015-09-27,-0.007219610118881392,-0.0725674559619841
2015-09-28,0.02766683831920269,-0.19172357871524315
2015-09-29,-0.008568747871186666,0.12824729694682646
2015-09-30,-0.0049737339298947525,0.11694552231377453
2015-10-01,0.007157494101792672,-0.06662129191669197
2015-10-02,-0.0020043258104168737,-0.013984084830629406
2015-10-03,0.007217841408113879,0.016642505116845063
2015-10-04,-0.0013189840809668674,-0.028988512518461018
2015-10-05,0.0069857695115074225,-0.058859963502826074
2015-10-06,0.025466474814396234,0.02770003582812608
2015-10-07,-0.013070312119588645,-0.05520736686211458
2015-10-08,-0.0013242996444828847,0.02208249903039694
2015-10-09,0.005369681779557656,0.04376294029855887
2015-10-10,0.004569110145529409,-0.03222930185986461
2015-10-11,0.009042441960713576,0.01151015748903017
2015-10-12,-0.007970858756916055,-0.012960955772940874
2015-10-13,0.015633265340777802,-0.04160391002776942
2015-10-14,0.01319339500274852,-0.14094588916483064
2015-10-15,0.007653291448771027,0.08462519349913555
2015-10-16,0.03041260070510532,-0.0504916020207945
2015-10-17,0.030456963069822374,0.029785891348917293
2015-10-18,-0.03007087466332492,-0.05570525442240637
2015-10-19,0.007531045686208326,-0.06052189978666611
2015-10-20,0.02292499812648563,-0.11104974520690836
2015-10-21,-0.012016662078600526,0.01568293534331766
2015-10-22,0.024546220920107498,0.2858149155320062
2015-10-23,0.0139465517430446,-0.043723117464209094
2015-10-24,0.020073658451471355,0.05147782052746619
2015-10-25,0.0063345403500043584,0.11144559285419864
2015-10-26,0.0026932491422269056,0.17726257490015285
2015-10-27,0.03254985098903407,0.14852633369574275
2015-10-28,0.02994205747849321,0.18251917895984704
2015-10-29,0.0338256323513042,0.15175914393001255
2015-10-30,0.03788793698012083,-0.1047473457355026
2015-10-31,-0.041504834552176795,-0.12934448214577632
2015-11-01,0.04072905482065159,0.16696252961649471
2015-11-02,0.07929516909535539,-0.09777230068453235
2015-11-03,0.13532912656178797,0.04952531032767227
2015-11-04,0.015372508172899035,-0.10030095640453784
2015-11-05,-0.04175944730274195,0.005314293901236056
2015-11-06,-0.03780134357748777,0.0031337506562953976
2015-11-07,0.03817866779677326,0.014338341123127485
2015-11-08,-0.04019531855526215,0.11709433062358299
2015-11-09,0.024608212068844226,-0.03366962252680794
2015-11-10,-0.11499196099242348,-0.06122572794872039
2015-11-11,-0.09169627723207263,-0.15625555976821448
2015-11-12,0.10448946510100265,0.14197058940076124
2015-11-13,-0.0017250817416518682,0.003707489155892807
2015-11-14,-0.017402155484154136,-0.021958917717884385
2015-11-15,-0.033233685569575955,0.03007891127500506
2015-11-16,0.033914329576515634,0.02526854435216741
2015-11-17,0.011341379133431584,0.06578484788876593
2015-11-18,0.0010026528523385814,-0.0008487898874702804
2015-11-19,-0.029450255927165547,-0.04319796468694437
2015-11-20,-0.0127500245724399,-0.02592634224699908
2015-11-21,0.011642196896866075,0.05046305342929558
2015-11-22,-0.00542503821207474,-0.00907369765618904
2015-11-23,-0.001750181666382744,-0.02023159174157929
2015-11-24,-0.008828203166382775,-0.04851694256515615
2015-11-25,0.025595429700074,-0.035196143629504295
2015-11-26,0.0855534800666733,0.0313097349073177
2015-11-27,0.007764319499221184,-0.027000393040876758
2015-11-28,-0.007796418494140922,0.05361811055193111
