time,3m_treasury,ust3_dreturn,btc_alloc%,eth_alloc%,ust3_alloc%,btc_alloc_usd,eth_alloc_usd,ust3_alloc_usd,portfolio_return,portfolio_volatility,daily_sharpe,btcusd_dreturn,ethusd_dreturn,100_btc_portfolio_balance
2020-09-30,0.11,2.241832101712582e-05,0.3,0.3,0.4,1000000,0,0,0.008890174998608913,,,0.015506709110430394,0.014097316456909814,1000000
2020-10-01,0.1,2.241906552669093e-05,1.0,0.0,0.0,993851,0,0,-0.00614857089395493,,,-0.00614857089395493,0.0004810313372343167,993851
2020-10-02,0.1,2.241906552669093e-05,1.0,0.0,0.0,980664,0,0,-0.01326774280517451,,,-0.01326774280517451,-0.01780076386233964,980664
2020-10-03,0.1,2.241906552669093e-05,1.0,0.0,0.0,975561,0,0,-0.005203363332700772,,,-0.005203363332700772,-0.0206266259793475,975561
2020-10-04,0.1,2.241906552669093e-05,1.0,0.0,0.0,973160,0,0,-0.0024609276287838044,,,-0.0024609276287838044,0.00023096866911864744,973160
2020-10-05,0.1,2.241906552669093e-05,1.0,0.0,0.0,984605,0,0,0.01176150553803379,,,0.01176150553803379,0.01868926060079157,984605
2020-10-06,0.1,2.241906552669093e-05,1.0,0.0,0.0,995146,0,0,0.010706756170835385,,,0.010706756170835385,0.0032503679459991996,995146
2020-10-07,0.1,2.241906552669093e-05,1.0,0.0,0.0,978630,0,0,-0.016596425731634667,,,-0.016596425731634667,-0.036731456098759385,978630
2020-10-08,0.1,2.241906552669093e-05,1.0,0.0,0.0,984355,0,0,0.005850788840734422,,,0.005850788840734422,0.002430228211421692,984355
2020-10-09,0.1,2.241906552669093e-05,1.0,0.0,0.0,1004715,0,0,0.020683849671283117,0.037951095006497876,0.5444225154035434,0.020683849671283117,0.02522195505868985,1004715
2020-10-10,0.1,2.241906552669093e-05,1.0,0.0,0.0,1020824,0,0,0.016033720811665653,0.04012326042410436,0.3990528580404211,0.016033720811665653,0.04366096388182594,1020824
2020-10-11,0.1,2.241906552669093e-05,1.0,0.0,0.0,1041427,0,0,0.02018299393243317,0.04264342237477887,0.47277103347198274,0.02018299393243317,0.014048212496113432,1041427
2020-10-12,0.1,2.241906552669093e-05,1.0,0.0,0.0,1049848,0,0,0.008086882162986475,0.03766360813560555,0.21411817658106921,0.008086882162986475,0.010865075290259485,1049848
2020-10-13,0.1,2.241906552669093e-05,1.0,0.0,0.0,1065106,0,0,0.014534327180206974,0.03573584917845916,0.4060882404727566,0.014534327180206974,0.03406847785113665,1065106
2020-10-14,0.1,2.241906552669093e-05,1.0,0.0,0.0,1054303,0,0,-0.010142627803337856,0.03911043208256111,-0.2599062789029381,-0.010142627803337856,-0.015717745882021905,1054303
2020-10-15,0.1,2.241906552669093e-05,1.0,0.0,0.0,1055176,0,0,0.0008285319370324729,0.039502467899855634,0.020406645821455828,0.0008285319370324729,-0.005138196704733811,1055176
2020-10-16,0.1,2.241906552669093e-05,1.0,0.0,0.0,1060713,0,0,0.005247884046185147,0.03931263158769829,0.13292076285968119,0.005247884046185147,-0.005410119219875664,1060713
2020-10-17,0.1,2.241906552669093e-05,1.0,0.0,0.0,1044428,0,0,-0.015352607990090084,0.03851325526972276,-0.39921390565247467,-0.015352607990090084,-0.029610981413961235,1044428
2020-10-18,0.1,2.241906552669093e-05,1.0,0.0,0.0,1048738,0,0,0.004127214574262794,0.0385887733004683,0.10637279077970298,0.004127214574262794,0.0072674753737516085,1048738
2020-10-19,0.1,2.241906552669093e-05,1.0,0.0,0.0,1060741,0,0,0.011445360901036317,0.03580039884830347,0.3190730327869222,0.011445360901036317,0.02549541019382784,1060741
2020-10-20,0.1,2.241906552669093e-05,1.0,0.0,0.0,1084385,0,0,0.022290285125287745,0.0383050918273277,0.5813291392209813,0.022290285125287745,0.0042060962251813105,1084385
2020-10-21,0.1,2.241906552669093e-05,1.0,0.0,0.0,1098831,0,0,0.013321996494727761,0.03605569582026383,0.3688620376513858,0.013321996494727761,-0.030061318115104596,1098831
2020-10-22,0.1,2.241906552669093e-05,1.0,0.0,0.0,1181665,0,0,0.07538405794171199,0.0788983720684334,0.9551735593583544,0.07538405794171199,0.0622977865710963,1181665
2020-10-23,0.1,2.241906552669093e-05,1.0,0.0,0.0,1195008,0,0,0.011291848598347975,0.07885695517606207,0.1429097726086468,0.011291848598347975,0.05633185489122017,1195008
2020-10-24,0.1,2.241906552669093e-05,1.0,0.0,0.0,1192888,0,0,-0.0017737383629634618,0.07667826979628753,-0.023424595172296333,-0.0017737383629634618,-0.010436548799335754,1192888
2020-10-25,0.1,2.241906552669093e-05,1.0,0.0,0.0,1209309,0,0,0.013766454799409189,0.07553922766829752,0.18194567456043276,0.013766454799409189,0.007507478657652555,1209309
2020-10-26,0.1,2.241906552669093e-05,1.0,0.0,0.0,1201499,0,0,-0.006457720124825483,0.07791153027578442,-0.08317304470101337,-0.006457720124825483,-0.014084218424536998,1201499
2020-10-27,0.1,2.241906552669093e-05,1.0,0.0,0.0,1205132,0,0,0.0030243550746853476,0.07251245038269954,0.041398904509712675,0.0030243550746853476,-0.03145134220235679,1205132
2020-10-28,0.1,2.241906552669093e-05,1.0,0.0,0.0,1259977,0,0,0.04550973586801854,0.07748300215517766,0.5870618785703858,0.04550973586801854,0.025794027205675585,1259977
2020-10-29,0.1,2.241906552669093e-05,1.0,0.0,0.0,1225635,0,0,-0.027256024451907557,0.09017891697616182,-0.30249247198926904,-0.027256024451907557,-0.036310816642827315,1225635
2020-10-30,0.1,2.241906552669093e-05,1.0,0.0,0.0,1240294,0,0,0.011961089778988576,0.08983054528692819,0.132902128950999,0.011961089778988576,-0.006252169117188844,1240294
2020-10-31,0.1,2.241906552669093e-05,1.0,0.0,0.0,1249087,0,0,0.007089468597816229,0.09008918331591331,0.07844503937290347,0.007089468597816229,-0.009173964357392372,1249087
2020-11-01,0.09,2.2419810036033994e-05,1.0,0.0,0.0,1271367,0,0,0.017837058309573273,0.05901171283708632,0.30188309478015196,0.017837058309573273,0.007688200134557732,1271367
2020-11-02,0.09,2.2419810036033994e-05,1.0,0.0,0.0,1265989,0,0,-0.0042294582916115875,0.059937298823800424,-0.07093876743006057,-0.0042294582916115875,0.023563251930002638,1265989
2020-11-03,0.09,2.2419810036033994e-05,1.0,0.0,0.0,1251041,0,0,-0.011807245022927959,0.06217154182597871,-0.1902745932548339,-0.011807245022927959,-0.028071710416944007,1251041
2020-11-04,0.09,2.2419810036033994e-05,1.0,0.0,0.0,1290866,0,0,0.031833828390592345,0.06742372623539554,0.471813267476401,0.031833828390592345,0.009812614898992988,1290866
2020-11-05,0.09,2.2419810036033994e-05,1.0,0.0,0.0,1301176,0,0,0.00798712519395628,0.06580754369367045,0.12103027915759014,0.00798712519395628,0.03641931576533186,1301176
2020-11-06,0.09,2.2419810036033994e-05,1.0,0.0,0.0,1435117,0,0,0.1029389362994555,0.11474104370108928,0.896945967804914,0.1029389362994555,0.03533359265248448,1435117
2020-11-07,0.09,2.2419810036033994e-05,1.0,0.0,0.0,1434653,0,0,-0.000322731882452576,0.111728454977367,-0.0030892013369246706,-0.000322731882452576,0.09310215720237514,1434653
2020-11-08,0.09,2.2419810036033994e-05,1.0,0.0,0.0,1367308,0,0,-0.046940994432851935,0.12107067047157354,-0.3879008356025799,-0.046940994432851935,-0.042303142499166,1367308
2020-11-09,0.09,2.2419810036033994e-05,1.0,0.0,0.0,1429854,0,0,0.045744111583196245,0.1257930936797832,0.36346742444818625,0.045744111583196245,0.045795067437705006,1429854
2020-11-10,0.09,2.2419810036033994e-05,1.0,0.0,0.0,1415000,0,0,-0.01038788505727617,0.12820725124088928,-0.08119903333511322,-0.01038788505727617,-0.022635081240813704,1415000
2020-11-11,0.09,2.2419810036033994e-05,1.0,0.0,0.0,1409774,0,0,-0.0036929425928504678,0.12915845208260465,-0.028765925442574232,-0.0036929425928504678,0.010706386500856757,1409774
2020-11-12,0.09,2.2419810036033994e-05,1.0,0.0,0.0,1447438,0,0,0.026716675393603007,0.12878093983436542,0.20728421160693816,0.026716675393603007,0.029711441427666907,1447438
2020-11-13,0.09,2.2419810036033994e-05,1.0,0.0,0.0,1500792,0,0,0.03686152430430356,0.12704203135284822,0.2899757198619574,0.03686152430430356,-0.0021055535761023148,1500792
2020-11-14,0.09,2.2419810036033994e-05,1.0,0.0,0.0,1506481,0,0,0.0037912730856932697,0.12700746606270696,0.029674265556927596,0.0037912730856932697,0.02977781639832333,1506481
2020-11-15,0.09,2.2419810036033994e-05,1.0,0.0,0.0,1485143,0,0,-0.014164021961283413,0.13049623831840457,-0.1087114996886363,-0.014164021961283413,-0.02783940548530739,1485143
2020-11-16,0.09,2.2419810036033994e-05,1.0,0.0,0.0,1474911,0,0,-0.006889335696726118,0.086012237622165,-0.08035781532767636,-0.006889335696726118,-0.02920047161918804,1474911
2020-11-17,0.09,2.2419810036033994e-05,1.0,0.0,0.0,1542243,0,0,0.04565185933219018,0.0957339381360055,0.4766276245455417,0.04565185933219018,0.027079721458179495,1542243
2020-11-18,0.09,2.2419810036033994e-05,1.0,0.0,0.0,1628738,0,0,0.05608435527410616,0.08530244002756286,0.6572137379183459,0.05608435527410616,0.04514193379864828,1628738
2020-11-19,0.09,2.2419810036033994e-05,1.0,0.0,0.0,1645172,0,0,0.010090434093930511,0.07966969866536262,0.12637193879925732,0.010090434093930511,-0.005725285377404021,1645172
2020-11-20,0.09,2.2419810036033994e-05,1.0,0.0,0.0,1644232,0,0,-0.000570811245275582,0.07682925976468823,-0.007721420942080625,-0.000570811245275582,-0.016935888901568052,1644232
2020-11-21,0.09,2.2419810036033994e-05,1.0,0.0,0.0,1718883,0,0,0.0454021925495911,0.07893884775258618,0.5748724998087946,0.0454021925495911,0.07950950207476182,1718883
2020-11-22,0.09,2.2419810036033994e-05,1.0,0.0,0.0,1724485,0,0,0.0032592074006956295,0.08029304540895954,0.04031217864727319,0.0032592074006956295,0.07871563384131619,1724485
2020-11-23,0.09,2.2419810036033994e-05,1.0,0.0,0.0,1696903,0,0,-0.015993812232425686,0.08378292122037517,-0.19116344726551182,-0.015993812232425686,0.021257062574159047,1696903
