time,eth_active,btc_active,eth_mc,eth_chainvolume,eth_nvt,btc_mc,btc_chainvolume,btc_nvt,btc_exflow,eth_exflow,eth_close,eth_trading_volume,ethusd_dreturn,eth_tmrw_return,eth_rsi,btc_close,btc_trading_volume,btcusd_dreturn,btc_tmrw_return,btc_rsi,ethbtc_close,ethbtc_dreturn,eth_lag1,eth_lag2,eth_lag3,eth_lag4,eth_lag5,eth_lag6,eth_lag7,eth_lag8,eth_lag9,eth_lag10,btc_lag1,btc_lag2,btc_lag3,btc_lag4,btc_lag5,btc_lag6,btc_lag7,btc_lag8,btc_lag9,btc_lag10
2016-07-09,19173,438208,902431989.1926404,6723598.824549524,134.21859524063777,10353160042.974213,1232120230.4794917,8.402718977307254,-1071551.7103104745,-1055785.577465279,10.99572234732321,14035737.806230836,-0.03508026370203088,-0.003494814307426264,29.820895169974648,653.8705124993986,1734638027.0220506,-0.01783566167027606,-0.005428463941324457,47.65948341467015,0.016816360635827456,-0.017557756231590615,11.39547874677082,10.098931265626277,10.51055993812399,10.540860504216049,11.421738727166776,11.825161030775885,12.01798250397972,12.329645963731734,13.33562669996461,12.800496100256192,665.744506272113,638.6200000000001,675.9190000000001,667.5305180233454,678.7005716794641,664.7451003433932,693.0470000000001,677.7099999999999,671.6159999999998,637.437
2016-07-10,19159,399912,911134524.2810874,7330069.79132246,124.30093440034004,10259711111.900616,987050247.5478715,10.394314916985039,-580067.3403961447,-2065369.5515260852,10.9572943395433,4559501.88558977,-0.003494814307426264,-0.04032406355181095,31.33522466167736,650.3210000000003,1043956725.0369836,-0.005428463941324457,-0.0019236653898616618,54.62620690326164,0.016849055065949425,0.001944203673434064,10.99572234732321,11.39547874677082,10.098931265626277,10.51055993812399,10.540860504216049,11.421738727166776,11.825161030775885,12.01798250397972,12.329645963731734,13.33562669996461,653.8705124993986,665.744506272113,638.6200000000001,675.9190000000001,667.5305180233454,678.7005716794641,664.7451003433932,693.0470000000001,677.7099999999999,671.6159999999998
2016-07-11,18932,492772,886922043.1593684,8686349.192074249,102.10527156433331,10258475055.560415,1447397163.3369215,7.087532928356634,6264519.496160036,-1944596.2041490152,10.515451706239658,11938095.540816711,-0.04032406355181095,0.008629386869201339,28.881078447569664,649.07,969355597.1380028,-0.0019236653898616618,0.03370668803056698,50.18387012977068,0.016200797612337125,-0.03847441005296348,10.9572943395433,10.99572234732321,11.39547874677082,10.098931265626277,10.51055993812399,10.540860504216049,11.421738727166776,11.825161030775885,12.01798250397972,12.329645963731734,650.3210000000003,653.8705124993986,665.744506272113,638.6200000000001,675.9190000000001,667.5305180233454,678.7005716794641,664.7451003433932,693.0470000000001,677.7099999999999
2016-07-12,19651,476690,890543042.5059099,9382160.211670471,94.9187631008649,10482077171.236366,1522438528.9882736,6.88505773576432,-2257630.2604445927,-481955.2856882386,10.606193607117202,8944484.246364418,0.008629386869201339,-0.011044388298398822,37.09143773898598,670.9480000000001,1085661832.4024758,0.03370668803056698,-0.01907450353827722,55.244597333089,0.015807772893155953,-0.024259590705699496,10.515451706239658,10.9572943395433,10.99572234732321,11.39547874677082,10.098931265626277,10.51055993812399,10.540860504216049,11.421738727166776,11.825161030775885,12.01798250397972,649.07,650.3210000000003,653.8705124993986,665.744506272113,638.6200000000001,675.9190000000001,667.5305180233454,678.7005716794641,664.7451003433932,693.0470000000001
2016-07-13,17205,452752,881877127.1369047,10135083.271235948,87.01232180693884,10324636261.50369,1494944030.0042238,6.9063697732379445,1494968.58325627,3175780.314495827,10.489054686552205,6087112.236380934,-0.011044388298398822,0.07187647439339839,31.226967449232987,658.1500000000001,930971250.7396076,-0.01907450353827722,0.0021666793284207397,54.44103927517428,0.015937179497914157,0.00818626416465218,10.606193607117202,10.515451706239658,10.9572943395433,10.99572234732321,11.39547874677082,10.098931265626277,10.51055993812399,10.540860504216049,11.421738727166776,11.825161030775885,670.9480000000001,649.07,650.3210000000003,653.8705124993986,665.744506272113,638.6200000000001,675.9190000000001,667.5305180233454,678.7005716794641,664.7451003433932
2016-07-14,19786,475078,943712450.1943272,10387259.702822922,90.85287912247507,10405857975.947515,1380383350.903002,7.5383827029935855,2105855.835265085,511142.0000939003,11.242970957141129,13698700.023209212,0.07187647439339839,0.00730466141839381,33.58718640092533,659.5760000000002,907126119.1357732,0.0021666793284207397,0.009265030115086947,46.99671113682528,0.01704575508681505,0.06955908283808832,10.489054686552205,10.606193607117202,10.515451706239658,10.9572943395433,10.99572234732321,11.39547874677082,10.098931265626277,10.51055993812399,10.540860504216049,11.421738727166776,658.1500000000001,670.9480000000001,649.07,650.3210000000003,653.8705124993986,665.744506272113,638.6200000000001,675.9190000000001,667.5305180233454,678.7005716794641
2016-07-15,19457,452538,1000674995.9999058,47247845.418542266,21.179272560166186,10503738331.64314,2225202579.1879854,4.72035149962667,-5482748.351661233,-3160971.1840806003,11.32509705331988,13798764.3887509,0.00730466141839381,0.03325525247710459,40.78600469742104,665.6869915031888,915530669.947748,0.009265030115086947,-0.003283812859632973,47.00120374374236,0.017012645879930236,-0.0019423725564627903,11.242970957141129,10.489054686552205,10.606193607117202,10.515451706239658,10.9572943395433,10.99572234732321,11.39547874677082,10.098931265626277,10.51055993812399,10.540860504216049,659.5760000000002,658.1500000000001,670.9480000000001,649.07,650.3210000000003,653.8705124993986,665.744506272113,638.6200000000001,675.9190000000001,667.5305180233454
2016-07-16,18610,467762,966604445.5088743,9300613.878027072,103.92910168999714,10455994304.095541,1307173401.7879534,7.998934410533307,506751.2468113354,-754906.5032825163,11.701716015155744,10138776.97248824,0.03325525247710459,-0.03306597122942079,47.133277177383256,663.5010000000002,583921219.9714433,-0.003283812859632973,0.02244089797295601,42.113196780158304,0.017636320088674683,0.036659448103848025,11.32509705331988,11.242970957141129,10.489054686552205,10.606193607117202,10.515451706239658,10.9572943395433,10.99572234732321,11.39547874677082,10.098931265626277,10.51055993812399,665.6869915031888,659.5760000000002,658.1500000000001,670.9480000000001,649.07,650.3210000000003,653.8705124993986,665.744506272113,638.6200000000001,675.9190000000001
2016-07-17,16013,434158,929219049.4603635,8821107.72469415,105.34040377480844,10717594100.153889,1378329168.606228,7.7757870501946655,3866242.432600203,-1845631.3824722029,11.314787410063753,20447413.5997338,-0.03306597122942079,-0.025827358801415734,45.531094238355216,678.3905582459545,878701509.437196,0.02244089797295601,-0.005311277368968748,53.923350747836146,0.016678869233261808,-0.05428858461395869,11.701716015155744,11.32509705331988,11.242970957141129,10.489054686552205,10.606193607117202,10.515451706239658,10.9572943395433,10.99572234732321,11.39547874677082,10.098931265626277,663.5010000000002,665.6869915031888,659.5760000000002,658.1500000000001,670.9480000000001,649.07,650.3210000000003,653.8705124993986,665.744506272113,638.6200000000001
2016-07-18,17847,496551,913984320.7826499,33043328.25125879,27.660177383851504,10643663636.87827,1528151036.832853,6.965059984474857,3449547.991240288,7783072.424075392,11.022556335862294,13898138.245649716,-0.025827358801415734,0.05079992977159642,46.435288301906375,674.7874378266207,951136967.9705702,-0.005311277368968748,-0.0003409204632797147,48.80367573070217,0.016334857049746115,-0.020625629873615603,11.314787410063753,11.701716015155744,11.32509705331988,11.242970957141129,10.489054686552205,10.606193607117202,10.515451706239658,10.9572943395433,10.99572234732321,11.39547874677082,678.3905582459545,663.5010000000002,665.6869915031888,659.5760000000002,658.1500000000001,670.9480000000001,649.07,650.3210000000003,653.8705124993986,665.744506272113
2016-07-19,25044,468850,980880080.3637911,111658238.20750931,8.784663775017581,10628981359.667358,1707220270.1301436,6.225899226733699,-4283956.092734944,89849628.45986147,11.582501423627564,20242192.241273765,0.05079992977159642,0.049236933283516304,59.86747994782984,674.5573889807015,721148317.6858412,-0.0003409204632797147,-0.005431583702974252,52.30225856977511,0.017170520422479473,0.05115829114319359,11.022556335862294,11.314787410063753,11.701716015155744,11.32509705331988,11.242970957141129,10.489054686552205,10.606193607117202,10.515451706239658,10.9572943395433,10.99572234732321,674.7874378266207,678.3905582459545,663.5010000000002,665.6869915031888,659.5760000000002,658.1500000000001,670.9480000000001,649.07,650.3210000000003,653.8705124993986
2016-07-20,22493,477662,1041911910.45897,176464280.61527306,5.904378533866258,10523964024.021482,1646233956.9708617,6.392751151474247,4036485.9303633785,3812556.5774558187,12.152788273478947,29894784.28435568,0.049236933283516304,0.03728599939627775,64.11300856551266,670.8934740599931,718486386.0759034,-0.005431583702974252,-0.0082413822156584,48.30085126097551,0.01811433371073783,0.054967075256654674,11.582501423627564,11.022556335862294,11.314787410063753,11.701716015155744,11.32509705331988,11.242970957141129,10.489054686552205,10.606193607117202,10.515451706239658,10.9572943395433,674.5573889807015,674.7874378266207,678.3905582459545,663.5010000000002,665.6869915031888,659.5760000000002,658.1500000000001,670.9480000000001,649.07,650.3210000000003
2016-07-21,21039,446237,1072089586.5757188,22332684.709011883,48.00540555444728,10524564204.13129,1466530882.126059,7.176503633441132,45209.96243403042,597577.2311790922,12.605917129706976,24473811.51309662,0.03728599939627775,0.13596473959007915,71.39198897562991,665.3643845142738,651736587.5105526,-0.0082413822156584,-0.02145348450637974,61.51646109533844,0.01894588502645733,0.04590570809825434,12.152788273478947,11.582501423627564,11.022556335862294,11.314787410063753,11.701716015155744,11.32509705331988,11.242970957141129,10.489054686552205,10.606193607117202,10.515451706239658,670.8934740599931,674.5573889807015,674.7874378266207,678.3905582459545,663.5010000000002,665.6869915031888,659.5760000000002,658.1500000000001,670.9480000000001,649.07
2016-07-22,23004,467736,1224660059.3044446,41330624.13709774,29.630814556347538,10304287715.185572,1600900883.6583686,6.436555704584458,-295350.5019000893,2980529.646579662,14.319877369541702,72391413.22249371,0.13596473959007915,0.004877693528887228,73.29437130264756,651.0899999999999,744993482.3653657,-0.02145348450637974,0.006654993933250752,42.90432182627026,0.02199369882741511,0.1608694340064667,12.605917129706976,12.152788273478947,11.582501423627564,11.022556335862294,11.314787410063753,11.701716015155744,11.32509705331988,11.242970957141129,10.489054686552205,10.606193607117202,665.3643845142738,670.8934740599931,674.5573889807015,674.7874378266207,678.3905582459545,663.5010000000002,665.6869915031888,659.5760000000002,658.1500000000001,670.9480000000001
2016-07-23,20878,447387,1188939366.9909234,38596667.223166205,30.804197681537307,10376235603.22453,1204253137.696437,8.61632432452929,-423266.02485185105,2777456.8240051675,14.389725342721574,72744516.35031606,0.004877693528887228,-0.11020874236030098,78.53474234943965,655.4230000000001,749951409.4708184,0.006654993933250752,0.008278506450119849,50.81093038948782,0.021954867837597355,-0.0017655506753303518,14.319877369541702,12.605917129706976,12.152788273478947,11.582501423627564,11.022556335862294,11.314787410063753,11.701716015155744,11.32509705331988,11.242970957141129,10.489054686552205,651.0899999999999,665.3643845142738,670.8934740599931,674.5573889807015,674.7874378266207,678.3905582459545,663.5010000000002,665.6869915031888,659.5760000000002,658.1500000000001
2016-07-24,26637,433698,1015717998.7479581,168524633.5758416,6.027118868001287,10426865853.049002,1214499964.1696591,8.585315900093699,696707.0532332746,22758043.029259007,12.803851809790078,71639748.40237246,-0.11020874236030098,0.0790995464463724,62.319274361930084,660.848923533057,628152931.6204653,0.008278506450119849,-0.009579020195881527,55.39345743741501,0.019374854605705663,-0.11751440505023047,14.389725342721574,14.319877369541702,12.605917129706976,12.152788273478947,11.582501423627564,11.022556335862294,11.314787410063753,11.701716015155744,11.32509705331988,11.242970957141129,655.4230000000001,651.0899999999999,665.3643845142738,670.8934740599931,674.5573889807015,674.7874378266207,678.3905582459545,663.5010000000002,665.6869915031888,659.5760000000002
2016-07-25,23698,498657,1136333572.924074,129704524.11203553,8.760940149956044,10362140423.760012,1266536140.356611,8.181480254359268,-1450127.9464196034,7523273.428715468,13.816630680711038,33694267.533380985,0.0790995464463724,-0.1480092339940322,70.46475396709909,654.5186383481073,571897923.6678181,-0.009579020195881527,-0.00490228720790209,52.65325677972295,0.021109606161226886,0.0895362360556946,12.803851809790078,14.389725342721574,14.319877369541702,12.605917129706976,12.152788273478947,11.582501423627564,11.022556335862294,11.314787410063753,11.701716015155744,11.32509705331988,660.848923533057,655.4230000000001,651.0899999999999,665.3643845142738,670.8934740599931,674.5573889807015,674.7874378266207,678.3905582459545,663.5010000000002,665.6869915031888
2016-07-26,29171,507446,991780341.6699891,272378570.024781,3.6411834513256935,10322905728.855307,1509419288.6997492,6.838991528820141,3964535.275039214,29954648.73843896,11.771641757280554,76432694.99620306,-0.1480092339940322,0.10148895706969929,55.81574287443015,651.3099999999998,704328935.7242514,-0.00490228720790209,0.0066147660526296725,38.31195914059821,0.01807379244488885,-0.14381195428998927,13.816630680711038,12.803851809790078,14.389725342721574,14.319877369541702,12.605917129706976,12.152788273478947,11.582501423627564,11.022556335862294,11.314787410063753,11.701716015155744,654.5186383481073,660.848923533057,655.4230000000001,651.0899999999999,665.3643845142738,670.8934740599931,674.5573889807015,674.7874378266207,678.3905582459545,663.5010000000002
2016-07-27,27063,476951,1096009480.314959,158220199.5859768,6.9271147627353855,10362822492.22389,1644120128.569161,6.302959444479529,8084402.029981449,2365372.5368230403,12.96633340222508,48754958.64137967,0.10148895706969929,-0.00641536753277383,61.1616050041011,655.618263277738,701731382.8989863,0.0066147660526296725,0.0004151301334964774,48.323779653180786,0.01977726083681745,0.09425074439262637,11.771641757280554,13.816630680711038,12.803851809790078,14.389725342721574,14.319877369541702,12.605917129706976,12.152788273478947,11.582501423627564,11.022556335862294,11.314787410063753,651.3099999999998,654.5186383481073,660.848923533057,655.4230000000001,651.0899999999999,665.3643845142738,670.8934740599931,674.5573889807015,674.7874378266207,678.3905582459545
2016-07-28,23671,494957,1089514908.5311275,96053206.17046851,11.34282708478812,10336102911.645805,1613714216.745585,6.405163197044186,-4522088.26422503,8546512.357997475,12.883149607897325,19481593.529681668,-0.00641536753277383,-0.003346384373874689,57.86536427737072,655.8904301748952,590272472.7794734,0.0004151301334964774,0.0022137066695469,47.521985373633186,0.019642228358876943,-0.00682766329749418,12.96633340222508,11.771641757280554,13.816630680711038,12.803851809790078,14.389725342721574,14.319877369541702,12.605917129706976,12.152788273478947,11.582501423627564,11.022556335862294,655.618263277738,651.3099999999998,654.5186383481073,660.848923533057,655.4230000000001,651.0899999999999,665.3643845142738,670.8934740599931,674.5573889807015,674.7874378266207
2016-07-29,21494,465289,1080370380.8244379,68660754.53204416,15.734903995560172,10374070082.442324,1403204274.0616372,7.393128908034264,-1630955.5516169423,972933.6054127455,12.840037637363167,10125341.279974584,-0.003346384373874689,-0.022815809801512876,57.29207915245534,657.3423791946653,498459288.32484585,0.0022137066695469,-0.004249534150753909,44.014451916312126,0.01953325701150438,-0.005547809819822058,12.883149607897325,12.96633340222508,11.771641757280554,13.816630680711038,12.803851809790078,14.389725342721574,14.319877369541702,12.605917129706976,12.152788273478947,11.582501423627564,655.8904301748952,655.618263277738,651.3099999999998,654.5186383481073,660.848923533057,655.4230000000001,651.0899999999999,665.3643845142738,670.8934740599931,674.5573889807015
2016-07-30,20187,450520,1047453811.425148,45837372.138653785,22.8515240414895,10341393999.50281,1232074227.6948097,8.393482930692727,-442755.11351870897,-2043194.9898553079,12.547081780784822,8150653.892600032,-0.022815809801512876,-0.05409013650273364,54.10215877536873,654.5489803055398,381261251.17962205,-0.004249534150753909,-0.047060204780792425,43.63423174088574,0.019169049465065112,-0.018645510383893615,12.840037637363167,12.883149607897325,12.96633340222508,11.771641757280554,13.816630680711038,12.803851809790078,14.389725342721574,14.319877369541702,12.605917129706976,12.152788273478947,657.3423791946653,655.8904301748952,655.618263277738,651.3099999999998,654.5186383481073,660.848923533057,655.4230000000001,651.0899999999999,665.3643845142738,670.8934740599931
2016-07-31,21040,492070,980514406.3213224,44673567.34185401,21.948424194964453,9894372138.540022,1183235918.5396376,8.362129634090016,1457112.5405852664,227523.9389160156,11.868408414551208,20238765.447837573,-0.05409013650273364,-0.07583245628549073,52.61248995742971,623.7457712533022,1034681070.1406332,-0.047060204780792425,-0.028855941126682882,18.313557072049704,0.019027637479134853,-0.007377099536832854,12.547081780784822,12.840037637363167,12.883149607897325,12.96633340222508,11.771641757280554,13.816630680711038,12.803851809790078,14.389725342721574,14.319877369541702,12.605917129706976,654.5489803055398,657.3423791946653,655.8904301748952,655.618263277738,651.3099999999998,654.5186383481073,660.848923533057,655.4230000000001,651.0899999999999,665.3643845142738
2016-08-01,21222,515913,924744543.0941759,62273020.92746424,14.84984234458965,9522807585.068693,1069771338.9205844,8.901722488356578,995195.0242762233,-1385271.2993328795,10.968397852276404,17147499.527635228,-0.07583245628549073,-0.23848561473310703,49.75829523998536,605.7469999999995,1099193368.899972,-0.028855941126682882,-0.14628561189942157,15.693525272791078,0.01810722604037067,-0.04837234468932261,11.868408414551208,12.547081780784822,12.840037637363167,12.883149607897325,12.96633340222508,11.771641757280554,13.816630680711038,12.803851809790078,14.389725342721574,14.319877369541702,623.7457712533022,654.5489803055398,657.3423791946653,655.8904301748952,655.618263277738,651.3099999999998,654.5186383481073,660.848923533057,655.4230000000001,651.0899999999999
2016-08-02,19826,537971,742389315.9774514,103658969.31313051,7.1618435037190045,8545561284.079086,2083338084.7929049,4.101860061243282,2103962.5336139896,5775672.758724698,8.352592747838974,60708724.33736284,-0.23848561473310703,0.2237814202713706,37.8202119506919,517.1349294487607,1868906086.666429,-0.14628561189942157,0.09716251853341373,8.354962724822471,0.016151670042366718,-0.1079986516788366,10.968397852276404,11.868408414551208,12.547081780784822,12.840037637363167,12.883149607897325,12.96633340222508,11.771641757280554,13.816630680711038,12.803851809790078,14.389725342721574,605.7469999999995,623.7457712533022,654.5489803055398,657.3423791946653,655.8904301748952,655.618263277738,651.3099999999998,654.5186383481073,660.848923533057,655.4230000000001
