time,eth_active,btc_active,eth_mc,eth_chainvolume,eth_nvt,btc_mc,btc_chainvolume,btc_nvt,btc_exflow,eth_exflow,eth_close,eth_trading_volume,ethusd_dreturn,eth_tmrw_return,eth_rsi,btc_close,btc_trading_volume,btcusd_dreturn,btc_tmrw_return,btc_rsi,ethbtc_close,ethbtc_dreturn,eth_lag1,eth_lag2,eth_lag3,eth_lag4,eth_lag5,eth_lag6,eth_lag7,eth_lag8,eth_lag9,eth_lag10,btc_lag1,btc_lag2,btc_lag3,btc_lag4,btc_lag5,btc_lag6,btc_lag7,btc_lag8,btc_lag9,btc_lag10
2016-08-03,22237,517150,862652357.1395711,85259612.93747386,10.117948315953619,9010739133.70221,1368487073.1031084,6.584453233650163,-4879189.169214075,-12540944.44786181,10.22174781589873,44330639.67738887,0.2237814202713706,0.07928315348486414,43.36784424324073,567.3810616156014,2497221230.7124486,0.09716251853341373,0.01625476374377377,28.03098463910537,0.018015666202873593,0.11540578501278875,8.352592747838974,10.968397852276404,11.868408414551208,12.547081780784822,12.840037637363167,12.883149607897325,12.96633340222508,11.771641757280554,13.816630680711038,12.803851809790078,517.1349294487607,605.7469999999995,623.7457712533022,654.5489803055398,657.3423791946653,655.8904301748952,655.618263277738,651.3099999999998,654.5186383481073,660.848923533057
2016-08-04,21438,488324,957230507.3152283,40188991.571353465,23.818226581170002,9229647654.341002,1733106865.6021821,5.325492523009586,-4606097.207701559,-3680916.637600028,11.032160216870205,29307740.66438063,0.07928315348486414,-0.00835249913933278,44.72440661937317,576.6037067248545,1656264326.96429,0.01625476374377377,-0.0009883854685768245,31.452614716958195,0.01913300259468253,0.062020264986410334,10.22174781589873,8.352592747838974,10.968397852276404,11.868408414551208,12.547081780784822,12.840037637363167,12.883149607897325,12.96633340222508,11.771641757280554,13.816630680711038,567.3810616156014,517.1349294487607,605.7469999999995,623.7457712533022,654.5489803055398,657.3423791946653,655.8904301748952,655.618263277738,651.3099999999998,654.5186383481073
2016-08-05,20380,476990,912121710.6420767,47368962.20534954,19.255682796847672,9142935280.53006,1319259896.3051481,6.930351863295991,-3060163.6069098404,-4518119.81062833,10.940014108153814,10956639.34702048,-0.00835249913933278,-0.003782240059134745,37.28766354631877,576.0338000000002,730357921.4557643,-0.0009883854685768245,0.02013979040813174,33.36346060432483,0.018991965589786244,-0.007371399454860317,11.032160216870205,10.22174781589873,8.352592747838974,10.968397852276404,11.868408414551208,12.547081780784822,12.840037637363167,12.883149607897325,12.96633340222508,11.771641757280554,576.6037067248545,567.3810616156014,517.1349294487607,605.7469999999995,623.7457712533022,654.5489803055398,657.3423791946653,655.8904301748952,655.618263277738,651.3099999999998
2016-08-06,19228,425125,912470105.2561393,19917332.545846872,45.812866916579445,9332452536.968796,876149447.5619334,10.651667432922855,-1485807.8200708071,-2355429.4405052573,10.898636348546455,11692994.41648213,-0.003782240059134745,0.0019884787646382573,36.84113991926307,587.6349999999999,781499291.615411,0.02013979040813174,0.008563989551337414,35.44350789260908,0.018546608606612027,-0.023449757270712746,10.940014108153814,11.032160216870205,10.22174781589873,8.352592747838974,10.968397852276404,11.868408414551208,12.547081780784822,12.840037637363167,12.883149607897325,12.96633340222508,576.0338000000002,576.6037067248545,567.3810616156014,517.1349294487607,605.7469999999995,623.7457712533022,654.5489803055398,657.3423791946653,655.8904301748952,655.618263277738
2016-08-07,19742,447566,911171147.2695872,23219797.742151707,39.241131959367,9390206310.877857,1110503120.7252498,8.455812627293907,-7310450.747631198,-590990.4729842724,10.920308055489055,11883004.411650596,0.0019884787646382573,0.029806582739783538,41.95133027901221,592.6675,1119146426.823175,0.008563989551337414,-0.003298645530588451,35.334246034001566,0.01842569072117006,-0.0065196763465887875,10.898636348546455,10.940014108153814,11.032160216870205,10.22174781589873,8.352592747838974,10.968397852276404,11.868408414551208,12.547081780784822,12.840037637363167,12.883149607897325,587.6349999999999,576.0338000000002,576.6037067248545,567.3810616156014,517.1349294487607,605.7469999999995,623.7457712533022,654.5489803055398,657.3423791946653,655.8904301748952
2016-08-08,19703,530880,943813770.162822,23495407.26649975,40.17013876190738,9349745872.78552,1164818067.5297709,8.02678644280778,-554307.3540726913,-2740154.4031818407,11.245805121088916,10967961.760577636,0.029806582739783538,0.0840681104101535,38.32894523650813,590.7125,732938493.4891537,-0.003298645530588451,-0.009158431555113866,36.01207931762095,0.019037696207696495,0.03321479209586853,10.920308055489055,10.898636348546455,10.940014108153814,11.032160216870205,10.22174781589873,8.352592747838974,10.968397852276404,11.868408414551208,12.547081780784822,12.840037637363167,592.6675,587.6349999999999,576.0338000000002,576.6037067248545,567.3810616156014,517.1349294487607,605.7469999999995,623.7457712533022,654.5489803055398,657.3423791946653
2016-08-09,21974,491059,1022868347.7935779,37259494.589895986,27.45255562513612,9262018831.620173,1306231838.654008,7.090639316496922,-2560991.97201225,-1937452.391641572,12.191218707659688,29672733.520185597,0.0840681104101535,-0.00410097710331081,52.116060442348164,585.3024999999998,764158462.4766014,-0.009158431555113866,0.01189870758641609,35.66781768008383,0.020828919588861645,0.09408824269614091,11.245805121088916,10.920308055489055,10.898636348546455,10.940014108153814,11.032160216870205,10.22174781589873,8.352592747838974,10.968397852276404,11.868408414551208,12.547081780784822,590.7125,592.6675,587.6349999999999,576.0338000000002,576.6037067248545,567.3810616156014,517.1349294487607,605.7469999999995,623.7457712533022,654.5489803055398
2016-08-10,20357,531267,1019951340.0189112,59812755.736932635,17.052405084039975,9378883950.494045,1282597532.3150034,7.312413843152951,2627157.8447197597,-4283043.452034379,12.141222798878122,23499542.868399795,-0.00410097710331081,-0.01260850019409665,45.2955182907521,592.266843297098,787203551.0783362,0.01189870758641609,-0.007856329203226653,36.40138144801826,0.0204995821330956,-0.015811547707071716,12.191218707659688,11.245805121088916,10.920308055489055,10.898636348546455,10.940014108153814,11.032160216870205,10.22174781589873,8.352592747838974,10.968397852276404,11.868408414551208,585.3024999999998,590.7125,592.6675,587.6349999999999,576.0338000000002,576.6037067248545,567.3810616156014,517.1349294487607,605.7469999999995,623.7457712533022
2016-08-11,21918,531336,973930557.9782649,46755374.797682196,20.83034436559678,9277472667.991951,1335766621.7264671,6.945429326569708,907931.2609645553,-1862104.4229638241,11.988140188861896,24164966.873272102,-0.01260850019409665,-0.001202860693052532,44.93733383792451,587.6138000000002,332761748.8841695,-0.007856329203226653,-0.0018444086915595514,35.61471690485425,0.0204013932090463,-0.004789801246278924,12.141222798878122,12.191218707659688,11.245805121088916,10.920308055489055,10.898636348546455,10.940014108153814,11.032160216870205,10.22174781589873,8.352592747838974,10.968397852276404,592.266843297098,585.3024999999998,590.7125,592.6675,587.6349999999999,576.0338000000002,576.6037067248545,567.3810616156014,517.1349294487607,605.7469999999995
2016-08-12,19469,491187,985916649.0185046,27380377.010918345,36.00814731752434,9291890892.387974,1128681789.1116152,8.232516004091478,1441725.6859415288,-1795567.1435929157,11.973720126245912,24135899.78447133,-0.001202860693052532,-0.0330930950770606,45.08367294448968,586.5299999999999,332148000.2223092,-0.0018444086915595514,-0.0035141112396518404,35.057276106021675,0.020414505867126856,0.0006427334616903035,11.988140188861896,12.141222798878122,12.191218707659688,11.245805121088916,10.920308055489055,10.898636348546455,10.940014108153814,11.032160216870205,10.22174781589873,8.352592747838974,587.6138000000002,592.266843297098,585.3024999999998,590.7125,592.6675,587.6349999999999,576.0338000000002,576.6037067248545,567.3810616156014,517.1349294487607
2016-08-13,19010,455316,973024825.1339004,23666342.250846595,41.11428858843167,9260501273.014439,1202161884.4151952,7.703206525732855,-4968690.040277298,-8373127.428949433,11.577472667681942,6655535.198454872,-0.0330930950770606,-0.02742991969926767,44.56125736650861,584.4688683346069,528917329.60978127,-0.0035141112396518404,-0.023495123656005146,35.16595434302947,0.019808536082804445,-0.02968329423531102,11.973720126245912,11.988140188861896,12.141222798878122,12.191218707659688,11.245805121088916,10.920308055489055,10.898636348546455,10.940014108153814,11.032160216870205,10.22174781589873,586.5299999999999,587.6138000000002,592.266843297098,585.3024999999998,590.7125,592.6675,587.6349999999999,576.0338000000002,576.6037067248545,567.3810616156014
2016-08-14,19163,455985,930248209.1757333,18574104.719730075,50.083071201143305,9059061399.836733,987899621.0995654,9.170022142283742,-2146970.3065393805,-198482.0796149361,11.25990352208696,7543085.399330939,-0.02742991969926767,-0.002584078576485349,46.44265872676258,570.7366999999999,800709328.0207629,-0.023495123656005146,-0.005260597996528005,37.90535385073152,0.019728718202433736,-0.004029468913656853,11.577472667681942,11.973720126245912,11.988140188861896,12.141222798878122,12.191218707659688,11.245805121088916,10.920308055489055,10.898636348546455,10.940014108153814,11.032160216870205,584.4688683346069,586.5299999999999,587.6138000000002,592.266843297098,585.3024999999998,590.7125,592.6675,587.6349999999999,576.0338000000002,576.6037067248545
2016-08-15,19558,500678,944723397.9403324,16179265.382211886,58.39099462321683,8976141978.429104,1180649334.8199444,7.602716330499619,-1843921.1989630214,-2406661.5149880257,11.230807046622242,5064027.898267308,-0.002584078576485349,-0.08725860873833102,51.70797276819972,567.7342836594349,689576137.4962289,-0.005260597996528005,0.018474958699540744,40.68983723038146,0.019781801751044565,0.0026906739741601182,11.25990352208696,11.577472667681942,11.973720126245912,11.988140188861896,12.141222798878122,12.191218707659688,11.245805121088916,10.920308055489055,10.898636348546455,10.940014108153814,570.7366999999999,584.4688683346069,586.5299999999999,587.6138000000002,592.266843297098,585.3024999999998,590.7125,592.6675,587.6349999999999,576.0338000000002
2016-08-16,20519,537430,932630758.1841604,10465339.886821881,89.11614608509214,9150754767.944988,1561902893.03152,5.858721953055709,-2931051.558847286,-469103.3414065704,10.25082244872534,5249879.8049723925,-0.08725860873833102,0.04726683132999532,65.69804612656006,578.2231511023564,665471810.6820532,0.018474958699540744,-0.011693125970007268,74.2369039065864,0.017728142550471403,-0.10381557890522886,11.230807046622242,11.25990352208696,11.577472667681942,11.973720126245912,11.988140188861896,12.141222798878122,12.191218707659688,11.245805121088916,10.920308055489055,10.898636348546455,567.7342836594349,570.7366999999999,584.4688683346069,586.5299999999999,587.6138000000002,592.266843297098,585.3024999999998,590.7125,592.6675,587.6349999999999
